country,description,points,price,province,taster_name,title,variety,winery,year
United States of America,"Aged entirely in neutral French oak, this wine takes a light, simplistic approach in its presentation of golden honey apple and pear flavor.",85,28,California,Virginie Boone,Bowman Cellars 2015 Chardonnay (Russian River Valley),Chardonnay,Bowman Cellars,2015
Portugal,This is a soft wine with its creamy fruits assimilated into the tangy texture. There is plenty of acidity to give this wine its cool character as well as its citrus and green-apple flavors. Drink now.,85,9,Vinho Verde,Roger Voss,Quinta das Arcas 2016 Arca Nova Branco White (Vinho Verde),Portuguese White,Quinta das Arcas,2016
United States of America,"The flagship wine from Quilceda Creek offers exotic scents of plum, cassis, loam, coffee and pine sap, a rich and evocative blend. The wine delivers all that is promised and more; it is deep and dense with flavor, polished, focused and persistent. Vanilla, espresso, fine tannins, luscious acids and cascading fruits.",99,125,Washington,Paul Gregutt,Quilceda Creek 2008 Cabernet Sauvignon (Columbia Valley (WA)),Cabernet Sauvignon,Quilceda Creek,2008
France,"A massive wine for Margaux, packed with tannins and ripe fruit. It has more Cabernet Sauvignon than usual, giving intense black currant flavors with enticing acidity balanced by the sweetness of the fruit. Ripe swathes of this opulent fruit are also elegant and structured.",98,1900,Bordeaux,Roger Voss,Château Margaux 2009  Margaux,Bordeaux-style Red Blend,Château Margaux,2009
France,"A beautiful wine, with the firmest tannins surrounded by perfumed fruit. It is dense, of course, but this density is balanced with great elegance, blackberry fruits, sweetness and final juicy acidity. The wine is structured, a powerhouse of concentration while preserving this complete style.",98,380,Bordeaux,Roger Voss,Château Palmer 2009  Margaux,Bordeaux-style Red Blend,Château Palmer,2009
United States of America,"A stunning Pirouette—63% Cabernet Sauvignon, 22% Merlot, 9% Cab Franc and 6% Petit Verdot. Full and magnificently rich, it is loaded with dense and thrilling fruit flavors of black cherry and cassis. A streak of iron and a hint of citrus keep the wine evolving through a long, beautifully balanced finish. Retasted after being open for 24 hours, the wine was as fresh and thrilling as on the first day.",98,50,Washington,Paul Gregutt,Pirouette 2008 Red Wine Red (Columbia Valley (WA)),Bordeaux-style Red Blend,Pirouette,2008
France,"A very concentrated wine with such a stylish feel. It balances ripe berry fruits with chocolate and wood flavors in the richest, ripest combination. The wine has power, without losing its poised character. It's ready for long aging.",97,170,Bordeaux,Roger Voss,Château Troplong Mondot 2009  Saint-Émilion,Bordeaux-style Red Blend,Château Troplong Mondot,2009
France,"Such a generous and ripe wine, with a dark core of tannins surrounded by opulent fruit. Black fruits, coffee, very concentrated flavors, a powerhouse of structure and richness. The warmth of the wine is palpable, as is the aging potential.",97,1100,Bordeaux,Roger Voss,Château La Mission Haut-Brion 2009  Pessac-Léognan,Bordeaux-style Red Blend,Château La Mission Haut-Brion,2009
France,"A ripe year like 2009 is kind to the Cabernet Sauvignon of Château Figeac. The wine is perfumed with new wood and sweet fruits, delicious black currant flavors giving both ripeness and freshness. The wine has weight and impressive density. A star of the vintage.",96,280,Bordeaux,Roger Voss,Château Figeac 2009  Saint-Émilion,Bordeaux-style Red Blend,Château Figeac,2009
France,"An immensely structured wine, packed with dark tannins promising aging potential. It is complex, powerful, layered with new wood and concentration, finishing with dark plum fruits and acidity.",96,200,Bordeaux,Roger Voss,Château Léoville Poyferré 2009  Saint-Julien,Bordeaux-style Red Blend,Château Léoville Poyferré,2009
France,"Solid, very structured, packed with dense and dry tannins. There is a core of acidity and darkness that gives the wine a brooding, powerful character. At this stage, it seems austere although it does have the weight of fruit typical of the year.",96,1200,Bordeaux,Roger Voss,Château Haut-Brion 2009  Pessac-Léognan,Bordeaux-style Red Blend,Château Haut-Brion,2009
France,"A dense, immense, solidly powerful wine. The ripest fruit overflows, paralleling the dark, solid tannins. As so often, Lynch-Bages is a blockbuster, dark and concentrated, with immense aging potential.",96,195,Bordeaux,Roger Voss,Château Lynch-Bages 2009  Pauillac,Bordeaux-style Red Blend,Château Lynch-Bages,2009
France,"The purest Cabernet Sauvignon fruit, with dark chocolate and intense dark berry flavors. The tannins are so enveloped by the fruit and yet they promise great aging. At this stage, wood shows through the fruit, but the texture is so rich and opulent that it should easily become integrated.",96,1300,Bordeaux,Roger Voss,Château Mouton Rothschild 2009  Pauillac,Bordeaux-style Red Blend,Château Mouton Rothschild,2009
France,"Beneath the surface tannins is great Merlot fruit, very ripe and full-bodied, a powerhouse of flavors. The depth and complexity of the wine is all there, along with a dark core of dryness. A wine for long-term aging.",96,400,Bordeaux,Roger Voss,Château Trotanoy 2009  Pomerol,Bordeaux-style Red Blend,Château Trotanoy,2009
France,"Minty new wood aromas on a wine that shows both great tannins and sweet wood. The fruit is still to show, but promises fresh plum flavors that will be delicious and juicy. This is a ripe, concentrated wine.",96,75,Bordeaux,Roger Voss,Château Beau-Séjour Bécot 2009  Saint-Émilion,Bordeaux-style Red Blend,Château Beau-Séjour Bécot,2009
France,"Very supple wine, with great richness and density. It is all so complete, a pleasure, powerful yet also with sweet opulent fruits layered with dark tannins. For long-term aging.",95,89,Bordeaux,Roger Voss,Château Branaire-Ducru 2009  Saint-Julien,Bordeaux-style Red Blend,Château Branaire-Ducru,2009
France,"Hugely dense, foursquare wine with great fruit and the purest tannins. Chocolate and coffee predominate at the same time as sweet tannins and acidity. A wine that combines charm with great power.",95,163,Bordeaux,Roger Voss,Château Canon 2009  Saint-Émilion,Bordeaux-style Red Blend,Château Canon,2009
France,"One of the peculiarities of St.-Émilion's classification is that Canon la Gaffelière is not classed in the top rung. Because, as this wine shows, it produces superb wines. This is ripe while so elegant, with great intensity and sweet perfumes.",95,110,Bordeaux,Roger Voss,Château Canon la Gaffelière 2009  Saint-Émilion,Bordeaux-style Red Blend,Château Canon la Gaffelière,2009
United States of America,"Certainly the finest Grand Ciel Syrah to date, this is a full-flavored, complete wine, loaded with pure fruit flavors of berry and cassis. The details pile on—a whiff of stone, a hint of chocolate, suggestions of spice, all in perfect proportion.",95,60,Washington,Paul Gregutt,Doyenne 2008 Grand Ciel Vineyard Syrah (Red Mountain),Syrah,Doyenne,2008
United States of America,"A blend of three vineyards, all estate, this is a sublime, viscous and somewhat briny wine that exhibits some oak on the nose. With a balance of weight and creaminess, it starts in ginger and nutmeg spiciness on the nose, building on the palate into fresh-cut apple and pear.",88,28,California,Virginie Boone,Balletto 2013 Chardonnay (Russian River Valley),Chardonnay,Balletto,2013
United States of America,"Ripe, luscious black cherries and berries are framed by whispers of bramble and tannin in this enticingly fruity, forward Syrah. A showcase of fresh, primary fruit, it's juicy and delightfully gulp-worthy. Drink now through 2017.",88,34,New York,Anna Lee C. Iijima,Billsboro 2013 Sawmill Creek Vineyards Syrah (Finger Lakes),Syrah,Billsboro,2013
United States of America,"Waxy apple and lemon pith open this wine, followed by crisp, candied grapefruit. Robust, it finishes dry and balanced. The whole sums up into a full-bodied, rich and lush experience.",88,35,California,Virginie Boone,C'est Bon 2013 Reserve Selection Chardonnay (Oakville),Chardonnay,C'est Bon,2013
Italy,"Aromas of mature black-skinned fruit, dark spice and game come together in the glass. On the palate, notes of ground pepper and anise accent a core of dried black cherry while dusty tannins give it a firm finish. Drink soon.",88,16,Sicily & Sardinia,Kerin O’Keefe,Ceuso 2014 Scurati Nero d'Avola (Terre Siciliane),Nero d'Avola,Ceuso,2014
France,"This wine enjoys the fruitiness of the vintage with its black-currant flavors and light tannic structure. The blend is 50% Merlot, 30% Cabernet Sauvignon and 20% Cabernet Franc. The Cabernets, with ripe berry flavors that dominate here, give a firm core to the wine while not losing the potential of the fruit. Drink from 2017.",88,45,Bordeaux,Roger Voss,Château Balac 2012 Cru Bourgeois  (Haut-Médoc),Bordeaux-style Red Blend,Château Balac,2012
France,"Now managed organically, this estate has produced a light, fruity wine. Fresh red berries are sustained by a firm tannin edge that offers a solid base for the fruitiness and acidity. Drink from 2017.",88,20,Bordeaux,Roger Voss,Château des Annereaux 2011  Lalande de Pomerol,Bordeaux-style Red Blend,Château des Annereaux,2011
France,"Herbal and fruity at this young stage, this wine is bright with acidity, citrus fruits and a tangy texture. It is still young and almost too crisp for its own good, although it will likely develop into an attractively fruity, ripe wine with a fine weight of flavor. Drink from 2017.",88,30,Bordeaux,Roger Voss,Château Larrivet Haut-Brion 2014 Les Hauts de Larrivet Haut-Brion  (Pessac-Léognan),Sauvignon Blanc,Château Larrivet Haut-Brion,2014
France,This wine is dry but rich enough with black-currant flavors to compensate. The juicy aftertaste suggests the wine will develop quickly. Drink from 2017. This wine is the latest result of renovations on the 15-generation and 400-year-old Trocard family estate.,88,45,Bordeaux,Roger Voss,Château Mancèdre 2013  Pessac-Léognan,Bordeaux-style Red Blend,Château Mancèdre,2013
France,"This small 10-acre property has produced an attractively fruity wine with soft tannins and juicy black-fruit flavors. It is lightly structured—displaying more fruit than tannin—and has a fresh, bright aftertaste. Drink from 2017.",88,22,Bordeaux,Roger Voss,Château Peyredon Lagravette 2013  Haut-Médoc,Bordeaux-style Red Blend,Château Peyredon Lagravette,2013
United States of America,"This wine is equal parts Syrah and Merlot (43% each), with the balance a smattering of other varieties. The coffee and berry aromas seem faint while the palate delivers all of the plush fruit flavors this vintage has to offer.",88,18,Washington,Sean P. Sullivan,Chateau Ste. Michelle 2012 Indian Wells Red (Columbia Valley (WA)),Red Blend,Chateau Ste. Michelle,2012
France,"This stylish Merlot-based wine has juicy red-berry flavors that are sustained by acidity and firmed up by tannins. Still dry from its dense structure, it's developing well. Drink from 2018.",88,58,Bordeaux,Roger Voss,Clos Beauregard 2013  Pomerol,Bordeaux-style Red Blend,Clos Beauregard,2013
United States of America,"Smoothness, complexity and a great price are the strong points of this medium-bodied wine. It has wonderful raspberry, cedar and red-cherry flavors, light tannins, a polished feel on the palate and lingering finish.",88,10,California,Jim Gordon,Dark Horse 2014 The Original Pinot Noir (California),Pinot Noir,Dark Horse,2014
United States of America,"Pure butterscotch aromas seem to leap from the glass, yet the flavors are dry and rather reserved, not nearly as obvious as the smell. The balance leans toward tartness, the flavors are lean and the finish lemony.",88,55,California,Jim Gordon,Domaine Anderson 2013 Walraven Vineyard Chardonnay (Anderson Valley),Chardonnay,Domaine Anderson,2013
United States of America,"Perfumed aromas offer notes of white flowers, mineral and pink grapefruit. The flavors are dry and elegantly styled with a lingering finish. It will drink well at the dinner table.",88,16,Washington,Sean P. Sullivan,Dowsett Family 2014 Aunt Diane's Vineyard Riesling (Columbia Gorge (WA)),Riesling,Dowsett Family,2014
Italy,"Made with Nero d'Avola and aged in wood, this unusual rosato opens with aromas that recall mature red fruit, cake spice, chopped sage, oak and a balsamic note. The smooth, round palate offers candied red cherry, tangerine zest, toasted almond and a note of candied ginger alongside bright acidity. It has a tutti frutti finish but the overall array of flavors gives it some depth.",88,25,Sicily & Sardinia,Kerin O’Keefe,Feudo Antico 2010 Memorie Rosato (Sicilia),Rosato,Feudo Antico,2010
United States of America,"Vanilla, licorice, herb and woodspice aromas are followed by slightly gritty-feeling cranberry flavors. This wine is interesting, but it doesn't all come together.",88,25,Washington,Sean P. Sullivan,Gamache 2012 Cabernet Franc (Columbia Valley (WA)),Cabernet Franc,Gamache,2012
